217,232.0,12609.43,14735.83,0.0
217,233.0,12610.28,14734.67,1.0
217,234.0,12612.48,14731.66,1.0
217,235.0,12615.81,14727.12,1.0
217,236.0,12620.2,14720.66,1.0
217,237.0,12623.18,14711.09,1.0
217,238.0,12626.73,14699.71,1.0
217,239.0,12630.86,14686.45,1.0
217,240.0,12634.99,14673.23,1.0
217,241.0,12637.32,14659.36,1.0
217,242.0,12637.34,14645.07,1.0
217,243.0,12637.36,14630.53,1.0
217,244.0,12637.39,14615.84,1.0
217,245.0,12637.41,14601.66,1.0
217,246.0,12637.43,14587.89,1.0
217,247.0,12637.45,14573.84,1.0
217,248.0,12637.47,14559.07,1.0
217,249.0,12637.49,14545.19,1.0
217,250.0,12637.51,14535.3,1.0
217,251.0,12637.52,14528.95,1.0
217,252.0,12636.56,14522.48,1.0
217,253.0,12630.69,14519.48,1.0
217,254.0,12621.72,14518.52,1.0
217,255.0,12611.45,14517.42,1.0
217,256.0,12599.54,14516.15,1.0
217,257.0,12585.55,14514.65,1.0
217,258.0,12569.3,14512.91,1.0
217,259.0,12551.72,14511.03,1.0
217,260.0,12532.65,14508.99,1.0
217,261.0,12511.78,14506.76,1.0
217,262.0,12488.51,14504.26,1.0
217,263.0,12467.34,14502.0,1.0
217,264.0,12450.39,14500.18,1.0
217,265.0,12437.91,14498.85,1.0
217,266.0,12429.69,14497.97,1.0
217,267.0,12423.77,14500.39,1.0
217,268.0,12422.53,14506.37,1.0
217,269.0,12421.55,14513.94,1.0
217,270.0,12420.25,14523.99,1.0
217,271.0,12418.68,14536.09,1.0
217,272.0,12416.22,14550.21,1.0
217,273.0,12412.58,14566.4,1.0
217,274.0,12408.42,14584.86,1.0
217,275.0,12402.46,14604.69,1.0
217,276.0,12394.73,14626.57,1.0
217,277.0,12385.25,14648.12,1.0
217,278.0,12373.46,14667.75,1.0
217,279.0,12360.85,14687.29,1.0
217,280.0,12347.88,14705.91,1.0
217,281.0,12333.93,14724.38,1.0
217,282.0,12319.22,14741.51,1.0
217,283.0,12302.87,14757.88,1.0
217,284.0,12285.26,14773.16,1.0
217,285.0,12266.63,14785.95,1.0
217,286.0,12246.91,14798.14,1.0
217,287.0,12226.92,14809.46,1.0
217,288.0,12206.17,14820.74,1.0
217,289.0,12185.02,14831.19,1.0
217,290.0,12163.69,14840.49,1.0
217,291.0,12141.78,14846.26,1.0
217,292.0,12119.56,14851.53,1.0
217,293.0,12097.2,14855.17,1.0
217,294.0,12074.9,14858.18,1.0
217,295.0,12053.35,14860.35,1.0
217,296.0,12036.23,14861.51,1.0
217,297.0,12022.8,14862.13,1.0
217,298.0,12013.86,14862.54,1.0
217,299.0,12009.42,14862.75,1.0
217,300.0,12004.06,14865.32,1.0
217,301.0,12003.06,14871.52,1.0
217,302.0,12002.91,14879.69,1.0
217,303.0,12002.73,14889.23,1.0
217,304.0,12002.51,14900.94,1.0
217,305.0,12002.25,14914.57,1.0
217,306.0,12001.95,14930.42,1.0
217,307.0,12001.61,14948.37,1.0
217,308.0,12001.23,14968.62,1.0
217,309.0,12000.81,14990.77,1.0
217,310.0,12000.39,15013.43,1.0
217,311.0,11999.96,15036.18,1.0
217,312.0,11999.48,15059.11,1.0
217,313.0,11998.6,15082.12,1.0
217,314.0,11997.64,15105.51,1.0
217,315.0,11996.72,15128.06,1.0
217,316.0,11995.75,15151.53,1.0
217,317.0,11994.81,15174.41,1.0
217,318.0,11993.96,15195.25,1.0
217,319.0,11993.27,15212.01,1.0
217,320.0,11992.73,15225.1,1.0
217,321.0,11992.34,15234.65,1.0
217,322.0,11991.29,15240.27,1.0
217,323.0,11990.51,15241.48,1.0
217,324.0,11990.47,15241.54,1.0
217,325.0,11988.65,15243.24,1.0
217,326.0,11984.55,15244.5,1.0
217,327.0,11978.67,15244.6,1.0
217,328.0,11970.45,15244.44,1.0
217,329.0,11960.1,15244.24,1.0
217,330.0,11947.21,15243.99,1.0
217,331.0,11932.38,15243.7,1.0
217,332.0,11915.71,15243.37,1.0
217,333.0,11897.58,15243.01,1.0
217,334.0,11877.14,15242.61,1.0
