6,6.0,11578.51,14573.68,0.0
6,7.0,11577.36,14572.34,1.0
6,8.0,11574.61,14569.12,1.0
6,9.0,11570.58,14564.41,1.0
6,10.0,11564.98,14557.85,1.0
6,11.0,11558.45,14550.21,1.0
6,12.0,11551.0,14541.49,1.0
6,13.0,11542.58,14531.63,1.0
6,14.0,11532.56,14519.9,1.0
6,15.0,11521.34,14506.77,1.0
6,16.0,11508.44,14491.67,1.0
6,17.0,11494.11,14474.91,1.0
6,18.0,11480.91,14459.46,1.0
6,19.0,11470.4,14447.15,1.0
6,20.0,11462.81,14438.27,1.0
6,21.0,11457.75,14432.35,1.0
6,22.0,11455.61,14429.84,1.0
6,23.0,11456.61,14427.3,1.0
6,24.0,11459.46,14429.41,1.0
6,25.0,11462.71,14433.22,1.0
6,26.0,11467.04,14438.28,1.0
6,27.0,11472.64,14444.84,1.0
6,28.0,11479.49,14452.86,1.0
6,29.0,11487.94,14462.74,1.0
6,30.0,11497.39,14473.81,1.0
6,31.0,11508.29,14486.56,1.0
6,32.0,11520.23,14500.54,1.0
6,33.0,11533.67,14516.27,1.0
6,34.0,11548.64,14533.79,1.0
6,35.0,11563.73,14551.45,1.0
6,36.0,11578.49,14568.73,1.0
6,37.0,11593.06,14585.78,1.0
6,38.0,11607.46,14602.63,1.0
6,39.0,11622.44,14620.17,1.0
6,40.0,11637.15,14637.39,1.0
6,41.0,11652.05,14654.83,1.0
6,42.0,11666.56,14671.81,1.0
6,43.0,11680.1,14687.67,1.0
6,44.0,11690.72,14700.1,1.0
6,45.0,11698.42,14709.11,1.0
6,46.0,11703.5,14715.06,1.0
6,47.0,11709.61,14721.94,1.0
6,48.0,11718.13,14729.81,1.0
6,49.0,11728.02,14738.22,1.0
6,50.0,11739.27,14747.79,1.0
6,51.0,11752.2,14758.79,1.0
6,52.0,11766.65,14771.08,1.0
6,53.0,11782.5,14784.57,1.0
6,54.0,11801.51,14796.69,1.0
6,55.0,11821.03,14807.0,1.0
6,56.0,11840.51,14817.27,1.0
6,57.0,11860.17,14827.64,1.0
6,58.0,11881.12,14837.04,1.0
6,59.0,11902.47,14844.45,1.0
6,60.0,11925.0,14849.83,1.0
6,61.0,11946.39,14853.95,1.0
6,62.0,11964.75,14856.73,1.0
6,63.0,11978.71,14858.42,1.0
6,64.0,11988.26,14859.04,1.0
6,65.0,11993.38,14859.36,1.0
6,66.0,12000.42,14861.61,1.0
6,67.0,12003.12,14868.8,1.0
6,68.0,12002.93,14878.61,1.0
6,69.0,12002.71,14890.58,1.0
6,70.0,12002.44,14904.74,1.0
6,71.0,12002.14,14920.6,1.0
6,72.0,12001.8,14938.55,1.0
6,73.0,12001.43,14958.32,1.0
6,74.0,12001.02,14980.1,1.0
6,75.0,12000.6,15002.19,1.0
6,76.0,12000.23,15021.71,1.0
6,77.0,11999.94,15036.94,1.0
6,78.0,11999.77,15047.66,1.0
6,79.0,12000.7,15053.69,1.0
6,80.0,12006.38,15055.63,1.0
6,81.0,12014.79,15055.4,1.0
6,82.0,12025.47,15055.11,1.0
6,83.0,12038.29,15054.77,1.0
6,84.0,12052.14,15054.39,1.0
6,85.0,12066.57,15054.0,1.0
6,86.0,12080.93,15053.61,1.0
6,87.0,12095.37,15053.22,1.0
6,88.0,12108.95,15052.85,1.0
6,89.0,12122.83,15052.47,1.0
6,90.0,12137.01,15052.09,1.0
6,91.0,12150.57,15051.72,1.0
6,92.0,12163.72,15052.32,1.0
6,93.0,12173.96,15061.8,1.0
6,94.0,12183.13,15071.54,1.0
6,95.0,12192.3,15082.75,1.0
6,96.0,12201.11,15093.51,1.0
6,97.0,12209.86,15104.2,1.0
6,98.0,12218.96,15115.32,1.0
6,99.0,12227.73,15126.03,1.0
6,100.0,12236.46,15136.7,1.0
6,101.0,12245.18,15147.79,1.0
6,102.0,12249.87,15160.61,1.0
6,103.0,12253.8,15171.38,1.0
6,104.0,12256.19,15177.93,1.0
6,105.0,12259.83,15182.18,1.0
6,106.0,12265.4,15181.01,1.0
6,107.0,12272.77,15177.88,1.0
6,108.0,12282.09,15173.92,1.0
6,109.0,12293.77,15168.95,1.0
6,110.0,12304.96,15164.14,1.0
6,111.0,12311.99,15161.04,1.0
6,112.0,12315.29,15159.73,1.0
6,113.0,12317.13,15161.21,1.0
6,114.0,12314.96,15163.23,1.0
6,115.0,12310.09,15165.39,1.0
6,116.0,12308.26,15166.2,1.0
6,117.0,12309.71,15166.5,1.0
6,118.0,12313.2,15166.48,1.0
6,119.0,12318.1,15164.01,1.0
6,120.0,12322.71,15161.68,1.0
6,121.0,12327.32,15159.35,1.0
6,122.0,12332.33,15156.82,1.0
6,123.0,12337.12,15154.39,1.0
6,124.0,12341.55,15152.16,1.0
6,125.0,12346.51,15149.65,1.0
6,126.0,12350.62,15147.57,1.0
6,127.0,12354.66,15145.53,1.0
6,128.0,12358.88,15143.4,1.0
6,129.0,12363.66,15140.98,1.0
6,130.0,12368.19,15138.05,1.0
6,131.0,12372.62,15135.18,1.0
6,132.0,12376.7,15132.53,1.0
6,133.0,12381.04,15129.72,1.0
6,134.0,12385.01,15127.13,1.0
6,135.0,12388.85,15124.64,1.0
6,136.0,12392.69,15122.15,1.0
6,137.0,12396.28,15119.82,1.0
6,138.0,12399.75,15117.56,1.0
6,139.0,12402.63,15115.7,1.0
